1.795040107979625432e+00,5.672239320007079755e+00,0
9.937652438488466800e-01,1.276088290946341353e+00,1
3.836366002091287086e+00,3.648928334284090358e+00,2
4.366370309949921591e+00,4.141080087263802945e+00,2
6.690254438627793121e+00,8.674356353433982925e-01,0
6.993974260458899472e+00,1.024706835212939371e+00,0
5.305259336609815080e+00,8.799758830903469109e-01,0
4.369479987843147839e+00,4.324162658039476526e+00,2
3.669583914539252145e+00,3.771037535143657582e+00,2
1.059874449966132337e+00,1.163145834478102270e+00,1
3.698982806151027702e+00,3.781276430558197621e+00,2
1.901921313388002854e+00,3.687079764882723154e+00,0
1.548578194910491757e+00,1.690013984357768839e+00,1
1.125697465823014332e+00,1.159746819480543367e+00,1
3.718239490422108773e+00,3.859922489226697007e+00,2
1.338287601045869746e+00,1.224565763736190416e+00,1
1.043449453591627440e+00,1.102184903552439366e+00,1
3.742913365757304156e+00,3.941182024480265333e+00,2
4.244239397479057985e+00,3.973490336105947485e+00,2
3.667388550815642301e+00,3.577376259665784097e+00,2
3.013017783814751382e+00,3.409352128145508143e+00,0
4.214063050483189521e+00,4.000435655377254207e+00,2
4.293127010150939782e+00,4.030978118710248026e+00,2
1.711707364154731570e+00,1.704318738341316530e+00,1
8.333917960578449691e-01,5.822996376110873840e-01,0
4.185480863460323775e+00,4.260416775527934519e+00,2
9.670926075047466819e-01,1.240566069497238466e+00,1
5.611089598127011691e+00,5.868922154648219536e-01,0
3.106766642210644580e+00,5.807013088022055847e+00,0
9.364108975003182511e-01,1.038640055277517460e+00,1
3.212821460305334664e+00,8.228312850359535968e-01,0
1.432297298979187117e+00,1.617941868622439161e+00,1
4.106290858745041739e+00,3.881920759114435349e+00,2
4.528903209628218463e+00,4.289054897088273144e+00,2
1.043449453591627440e+00,1.102184903552439366e+00,1
1.716343043078233155e+00,1.636974658523765447e+00,1
4.077434527720428470e+00,4.200745646532050515e+00,2
3.558129832300077400e+00,3.800038009549913554e+00,2
1.173429925443077559e+00,1.046507550204839543e+00,1
6.011062617546216735e+00,2.456289024445465152e+00,0
4.077434527720428470e+00,4.200745646532050515e+00,2
1.003326391309197430e+00,4.218938537165819014e+00,0
4.180872782800277854e+00,4.153089220080084409e+00,2
1.178633905203439136e+00,1.088737279757426180e+00,1
1.059874449966132337e+00,1.163145834478102270e+00,1
5.854913157268311075e+00,2.457003930598108621e+00,0
4.106290858745041739e+00,3.881920759114435349e+00,2
4.363216940354392115e+00,3.995305611126616085e+00,2
1.291511395949880514e+00,1.597349342486629187e+00,1
4.426260348984597748e+00,4.274681732219516306e+00,2
1.196939129508034716e+00,1.429876433625709709e+00,1
1.173429925443077559e+00,1.046507550204839543e+00,1
4.428273641388624782e+00,4.276581527753087641e+00,2
3.885266720370811555e+00,4.060290275194235576e+00,2
5.345174531298485521e-01,3.868612966368676798e+00,0
2.911181348372889666e+00,3.027432469096019929e+00,0
9.937652438488466800e-01,1.276088290946341353e+00,1
4.121570351602583671e+00,3.839867492748676447e+00,2
1.695902785212588304e+00,1.690716119901348957e+00,1
1.102355697957567937e+00,1.179396695502642700e+00,1
3.675696470189536047e+00,3.870584601894446308e+00,2
4.171456220444166085e+00,1.792226922440566916e+00,0
4.621428858333009870e+00,5.652541954915204947e+00,0
3.864735648724601624e+00,3.646477102779777102e+00,2
4.253434473414704264e+00,4.192732391837413530e+00,2
4.406529907157084480e+00,4.060906008846818516e+00,2
