1.655550345470058460e+01,1.542517938841896807e+01,-3.067081263319455076e+00,2
5.143832396583878364e+00,1.330271482642991998e+00,1.876794620382285927e+01,1
6.975847902466966843e+00,3.391026508094160619e+00,9.187790634049548544e-01,3
1.553437025298248386e+01,1.200606599153814358e+01,-2.061744567267886907e-01,3
1.299199534100532105e+01,1.210196952705736351e+00,4.334181815689674977e-01,3
4.141455594495241144e+00,1.111734132622722626e+01,2.131052174164302926e+00,2
1.185711659140176266e+01,9.646918059673517121e-01,4.481176480740018064e+00,2
-4.195680376505208642e+00,7.347240773670030478e+00,-1.676007814007665431e+01,1
1.467199833113102159e+01,1.080692656737783608e+01,-1.487071108152103349e+01,2
-1.675434203624554641e+00,1.215151716380737668e+01,-8.735012689920601758e+00,1
-5.042499127310753337e+00,1.374454216654478955e+01,-7.887338247358055554e+00,1
7.631681820826319296e+00,1.406506765776528312e+01,1.316918042210328821e+01,1
-6.704838208403840483e+00,-1.347553453398455936e+01,1.861871550767007477e+01,0
-1.483046454941196757e+01,6.282417120234590868e+00,-7.096077251426567756e+00,1
1.889447837379413642e+01,2.943697205098594338e+00,-2.646727148655120487e+00,3
7.635774890654353442e+00,5.136955387762647263e+00,-3.640469414041589857e+00,3
-1.872633047455657618e+01,1.678695018636157954e+01,-1.290215798581818163e+01,1
8.182310475962960794e+00,-1.038577767164815491e+01,-1.154967916221166746e+01,0
1.695354269983435813e+01,1.084339616275796914e+01,-1.796442368974476622e+01,2
1.197070923386750252e+01,1.832899135315574313e+01,-1.425341176316521796e+00,2
1.952591130013796317e+01,3.500372628488491955e+00,-1.988089208172176825e-01,3
1.322014854790980110e+01,-1.357411647143109690e-01,-1.375524203413618274e+01,0
-3.493448646963635440e+00,4.285698312843727820e+00,-6.460606827778683225e-01,1
-1.841116964961294755e+01,-1.354482165284933437e+01,1.381179327627594233e+01,0
-6.235032881014850759e+00,8.362580869764290270e+00,-5.320814220464100686e+00,1
2.234783698890723258e-01,1.235450258558623204e+01,6.540427296423118264e+00,1
-1.143135823904579063e+01,1.912535534459728126e+00,1.074544920816952498e+01,1
-1.579312364909256416e+01,-1.499660642952537870e+01,-3.765295420647781555e+00,0
1.993467537659719824e+01,-7.635629248289891535e+00,-1.937895319006942074e+01,0
-9.687428897510571346e+00,1.005000671279076130e+01,1.973291174480908694e+01,1
-1.601026807688189990e+01,-9.441406558996209952e+00,-7.050936528043706630e+00,0
1.870044232101765402e+00,4.808091579683679839e+00,2.317294274643060703e+00,2
-1.278621656548155627e+01,6.520103428048411587e+00,-1.672942219519409690e+00,1
2.305366922678263819e+00,1.569048630052729720e+01,-9.244017745853058798e+00,2
8.243859972430641392e+00,4.317287896076283715e+00,1.672472668936372031e+00,3
8.203056137163954986e+00,2.635853451263621139e+00,-1.052299489682363642e+01,2
-3.923578474468843780e+00,1.334988435347848679e+01,-2.282837804453745179e+00,1
1.538187274256378601e+01,1.797944171775510114e+01,1.537995069615841714e+01,2
1.941391205066578607e+01,4.707837942281759780e+00,5.259095739562489769e+00,3
-1.758310149244292830e+01,1.036776955687211199e+01,1.665237035738866211e+01,1
