3.256224321793347087e+00 -1.027646173775474958e+00 0.000000000000000000e+00
-1.895339487414296586e+00 -1.564158698203903297e+00 1.000000000000000000e+00
-3.608626208586633854e+00 -2.681409808553149698e+00 0.000000000000000000e+00
8.320440367722907737e-01 -2.846651329557964516e+00 0.000000000000000000e+00
2.362140098699402557e+00 -2.799415364411322216e+00 0.000000000000000000e+00
-3.469297066947134134e+00 2.645856933173889036e+00 0.000000000000000000e+00
-1.324233336116388049e+00 1.518089055013875921e-01 1.000000000000000000e+00
2.154893532126561428e+00 -3.706220163059345651e+00 0.000000000000000000e+00
-9.240628623661236718e-01 1.926975862676871154e+00 0.000000000000000000e+00
-1.228406389597616943e+00 -2.910948841369910944e+00 1.000000000000000000e+00
1.713820123493192682e+00 -3.328982405776589548e+00 0.000000000000000000e+00
1.299298643971680267e-01 -3.827986587554653042e+00 0.000000000000000000e+00
-3.009607844275181687e+00 3.708237291630116950e+00 0.000000000000000000e+00
2.882879585407287948e+00 7.997517430276659400e-01 1.000000000000000000e+00
2.997133004863314021e+00 1.424843124096715652e+00 1.000000000000000000e+00
1.359348568982248207e+00 1.761620384060790689e+00 1.000000000000000000e+00
-1.572268565476227398e+00 -1.103372371722241896e+00 1.000000000000000000e+00
2.960879508919914915e+00 1.287436632701242978e+00 1.000000000000000000e+00
-2.029628232205773042e+00 -1.518828063272393614e+00 1.000000000000000000e+00
3.320456322351656997e+00 -2.153730957143194402e+00 0.000000000000000000e+00
-2.391533014604608764e-01 1.368726613877977893e+00 1.000000000000000000e+00
1.731800968216141268e+00 3.664676003057512510e+00 0.000000000000000000e+00
2.700472424044118469e+00 1.099050188820589913e+00 1.000000000000000000e+00
-2.992195718582833841e+00 -1.048804530184455519e+00 1.000000000000000000e+00
8.094003207332872707e-01 -3.246500008496843170e-01 1.000000000000000000e+00
-1.287302163366582208e+00 7.229763913822615518e-01 1.000000000000000000e+00
-1.161509467537535922e+00 -2.084090759038442098e+00 1.000000000000000000e+00
-2.640989963293204124e+00 -2.913217942429215057e+00 1.000000000000000000e+00
-1.630957508303864656e-01 -1.062396549800195267e+00 1.000000000000000000e+00
1.479243285251398587e+00 -3.613321043368200591e+00 0.000000000000000000e+00
-2.304161472898194063e+00 3.914938315305544148e+00 0.000000000000000000e+00
1.934547939192734489e+00 -2.649262298473713528e-01 1.000000000000000000e+00
9.704884461319898126e-01 2.028770278845132502e+00 1.000000000000000000e+00
2.918269070902824947e+00 2.496792733529238806e+00 1.000000000000000000e+00
9.471218608925098259e-01 -5.933482692911601353e-02 1.000000000000000000e+00
2.468535867690265562e+00 -1.873927642227754875e+00 0.000000000000000000e+00
-2.537959934230030523e+00 -1.699718742417862138e+00 1.000000000000000000e+00
2.116014209720787242e+00 2.332107814535307799e+00 1.000000000000000000e+00
3.578654217037342544e+00 7.313952506376764084e-02 0.000000000000000000e+00
3.870100700225957979e+00 3.930225756614324162e+00 0.000000000000000000e+00
-1.570424411276292620e+00 6.886542920227010089e-01 1.000000000000000000e+00
2.698388668266073598e+00 3.268209754097725295e+00 0.000000000000000000e+00
-7.387874263921144768e-01 -5.943844667040794061e-01 1.000000000000000000e+00
-1.417122071720081644e-01 -1.713212104672223735e+00 1.000000000000000000e+00
2.407113644480122439e+00 3.355069146988496342e-01 1.000000000000000000e+00
5.006766676456162468e-01 2.680679731929449083e+00 1.000000000000000000e+00
-1.916368262854081461e+00 -4.611448887740443592e-01 1.000000000000000000e+00
-1.592204595714379334e+00 2.168641911686544077e+00 0.000000000000000000e+00
-1.923132721740938411e+00 6.689720670861550866e-01 1.000000000000000000e+00
-3.562000845214455591e+00 1.334315040448987855e+00 0.000000000000000000e+00
-3.437791699719616290e+00 2.319686461693057478e+00 0.000000000000000000e+00
-1.787961675483251245e+00 7.813590615983820875e-01 1.000000000000000000e+00
1.932074801736370917e+00 9.375631515632938395e-01 1.000000000000000000e+00
1.574422084083616280e+00 4.167292331932740401e-01 1.000000000000000000e+00
-9.504998250067927534e-01 -2.595246062960096189e+00 1.000000000000000000e+00
-3.387142253969368966e+00 -1.358720861942379177e+00 0.000000000000000000e+00
8.820983605766350433e-01 4.869679286670146601e-01 1.000000000000000000e+00
2.190897246739584414e+00 2.129550441733337074e+00 1.000000000000000000e+00
-2.616822500184898814e+00 -1.636996998739281173e+00 1.000000000000000000e+00
-1.730140518861086107e+00 1.417907201731808176e+00 0.000000000000000000e+00
3.051519346065154625e-01 3.114919356846022502e+00 0.000000000000000000e+00
-2.417723890154421351e+00 -1.786805276251182351e+00 1.000000000000000000e+00
-1.289031570334240984e+00 -1.531939440790895723e+00 1.000000000000000000e+00
1.983363315116934089e+00 2.346661071759151174e+00 1.000000000000000000e+00
-2.571388716408957720e+00 -1.416640125995529687e+00 1.000000000000000000e+00
1.480690081669058245e+00 1.223190421813547646e+00 1.000000000000000000e+00
-1.117972615818501714e+00 3.951443817417959359e+00 0.000000000000000000e+00
3.580383606901030191e+00 -1.954080997512374740e+00 0.000000000000000000e+00
-2.620376156975931625e+00 -2.847770968542009840e+00 1.000000000000000000e+00
-1.523305852747528721e+00 3.702640676893039995e+00 0.000000000000000000e+00
2.804712020467126088e-01 -1.016247457778528318e+00 1.000000000000000000e+00
-1.891937449851991193e+00 -2.667644937868244526e+00 1.000000000000000000e+00
-2.818915928574410756e+00 1.857059273076530959e+00 0.000000000000000000e+00
1.911658497179017369e+00 -5.237268403366716063e-01 1.000000000000000000e+00
1.797595978594272115e+00 -1.257525482001530470e+00 0.000000000000000000e+00
3.661085817053436386e+00 -1.246957711246724720e+00 0.000000000000000000e+00
-1.579339874262058574e+00 -2.776606270365516327e+00 1.000000000000000000e+00
-1.951523559957207610e+00 -3.827525605091633754e+00 0.000000000000000000e+00
-2.550443424876195131e+00 3.375593348229315005e+00 0.000000000000000000e+00
-2.385139793143614462e+00 2.303625230592912576e+00 0.000000000000000000e+00
9.392426014576547022e-01 -1.731306171565185181e+00 1.000000000000000000e+00
3.046987043233424508e+00 -9.304668325169889176e-01 0.000000000000000000e+00
-2.279033585912396687e-01 -4.929557045344221122e-02 1.000000000000000000e+00
-7.255926577886866458e-01 -1.721315485871682593e+00 1.000000000000000000e+00
-1.538929650548289896e+00 3.456515091775298920e+00 0.000000000000000000e+00
-1.738200174145892563e+00 1.065575814583557879e+00 1.000000000000000000e+00
-1.382704456736831844e-01 -1.543150121458337853e+00 1.000000000000000000e+00
-1.837666368537165251e+00 -1.752055441920992163e-01 1.000000000000000000e+00
-2.406816881559449950e+00 -6.911957397793107027e-01 1.000000000000000000e+00
-2.796507279244558219e+00 -2.799773222499520653e+00 1.000000000000000000e+00
-5.180518856763702829e-01 7.551720698787319774e-01 1.000000000000000000e+00
3.175343652382836002e+00 3.934934703996151306e+00 0.000000000000000000e+00
2.692730953116921455e+00 -1.862721755758772302e+00 0.000000000000000000e+00
9.306023348346172952e-01 -5.993724833665946550e-01 1.000000000000000000e+00
-2.173942233744311281e+00 -2.558141565911654869e+00 1.000000000000000000e+00
7.340951847064531854e-01 2.792239938535628907e-01 1.000000000000000000e+00
-1.281701913893763756e+00 -1.881418686368291349e+00 1.000000000000000000e+00
8.797213990245106308e-01 -4.061065728053392387e-02 1.000000000000000000e+00
-1.767344148146200999e-01 -6.755325774187161958e-01 1.000000000000000000e+00
2.559695027268547474e+00 7.134274309902063349e-01 1.000000000000000000e+00
-1.515059472547792607e+00 -2.914537375661982121e+00 1.000000000000000000e+00
-1.904394748757348266e+00 -2.629516332277154422e+00 1.000000000000000000e+00
1.233706788312390445e+00 -2.000884802343396718e+00 0.000000000000000000e+00
