4.184785138228697132e-01 2.161172282767266362e-01 -2.080398220431742828e-01 -1.443043202121037982e+00 -7.212777449486500458e-01 1.000000000000000000e+00
-1.971383784726774113e+00 3.072553873186008033e+00 5.344618099088904728e-02 1.486212570759171570e+00 8.874280752318348675e-01 0.000000000000000000e+00
-3.543957751649362109e+00 -3.355767070893319381e+00 2.285495932878003345e-01 2.023201821384015275e+00 4.621809176993387780e-01 0.000000000000000000e+00
-2.966877099131842055e+00 -1.878893392420093456e-01 -2.370564522334482227e+00 1.243516073667407795e-01 -2.160686769998563683e+00 0.000000000000000000e+00
-1.875249294961400137e+00 9.891748798421327038e-01 -3.519355834293341090e+00 -2.288996286062860541e+00 -1.903882049637616980e+00 0.000000000000000000e+00
-4.464185063084689098e-01 -1.315140589087183010e+00 8.075887570665751802e-01 4.592864354593571008e-01 -5.282102449469761041e-01 1.000000000000000000e+00
1.957717012236016352e+00 3.578169519020908407e+00 3.054872664003720928e+00 1.026222387622485854e+00 2.613632564841591233e+00 0.000000000000000000e+00
3.028453746818892345e+00 -9.709647958085807495e-01 1.153019348211943296e+00 -8.549015475095398386e-01 -2.706351390158892478e+00 0.000000000000000000e+00
2.068494549035130081e+00 2.119814108891561188e-01 -2.467109349750007397e-02 -3.644420409389019788e-01 4.122732420135659659e-01 1.000000000000000000e+00
-1.492875644670945690e-01 -8.726412694966079187e-01 -1.168107326580664296e+00 -1.810993292527616205e-01 -8.867051225257815972e-02 1.000000000000000000e+00
-3.828340775749576874e-01 -5.456615849682828756e-01 1.550056029281317027e+00 6.868787861823379970e-01 -8.587248539729070984e-01 1.000000000000000000e+00
3.247593526831566990e+00 1.689348229971871618e+00 5.032555418575217487e-01 2.249623369914829141e+00 -3.718439500330656955e-01 0.000000000000000000e+00
2.295607817249055049e+00 -1.310208271786272194e+00 -1.705126615249763056e+00 2.039890393874557617e+00 -1.630252389542313551e+00 0.000000000000000000e+00
-3.306134714287764176e+00 -3.893579031600722384e-01 2.612661741138090576e+00 1.814386424416801091e+00 -2.067950570391847265e+00 0.000000000000000000e+00
-2.549937997448157745e+00 -1.305992131164856129e+00 -2.530468700534315829e+00 -3.062426331158443205e+00 -1.729217906401284921e+00 0.000000000000000000e+00
-8.022926178685638732e-01 -1.481752605200912898e+00 1.264388504095736554e+00 1.185176777718478736e+00 -3.257286265049641472e-01 1.000000000000000000e+00
2.190904345101135409e+00 1.036420413710865240e+00 5.191359465154943287e-01 -3.470097557737159555e-01 -6.842238297099973998e-01 1.000000000000000000e+00
2.412978519582693160e+00 1.686256803844549790e+00 3.517849173547467956e+00 -2.243400843771686581e+00 -1.823738910789950651e+00 0.000000000000000000e+00
-2.872749287213320901e+00 -1.508734187215561073e+00 6.679972302912062787e-03 -7.866333751838712196e-01 -1.668397676482120673e-01 1.000000000000000000e+00
3.317232819717721437e-01 8.554665202629742060e-01 -1.256061775655150647e-01 4.514827249682467070e-01 4.211689987665079293e-01 1.000000000000000000e+00
1.619244006645456091e+00 1.569530154909791086e+00 -9.808445158348755299e-01 1.940399914557888295e+00 -2.122660863452836111e+00 0.000000000000000000e+00
1.163359135273583700e+00 -1.183403906636512071e-01 -6.118351720317578568e-01 -9.417068921338147547e-01 -7.848294104230730817e-01 1.000000000000000000e+00
-1.212634452085112224e+00 -8.246681653079979135e-02 -1.455463256871789568e-01 -1.206994346017513209e+00 6.541327990178276153e-01 1.000000000000000000e+00
-7.811715462407969879e-01 3.659599071130226200e-03 3.404761794676365305e-01 1.647302490540626163e+00 2.792301168243578324e-01 1.000000000000000000e+00
-2.776534103930983211e-01 -4.129877150533010077e-01 1.220756952501441450e+00 -8.927323124359398676e-01 8.402454163597132819e-01 1.000000000000000000e+00
-3.471279924491320834e+00 -1.258445755078951400e+00 -2.887033974835333083e+00 3.800878213998679200e+00 -1.943746444309669030e+00 0.000000000000000000e+00
-3.124715988366848940e+00 -3.665991232036325265e-02 -1.816844352816902486e+00 -4.254233623992780267e-01 1.975376580508614310e+00 0.000000000000000000e+00
